Commit Id	Time	Total LOC	LOC added	LOC removed	Files affected	Files added	Files removed
efca5f8e78a	0	45	45	0	1	0	0
3935adced09	23	42	42	0	2	0	0
5cfac218526	22	107	101	6	3	0	0
90802d628df	22	190	171	19	2	0	0
7ee8c5676b5	19	18	13	5	1	0	0
6d85da185c8	22	169	164	5	3	1	0
e1a72f0e2e4	21	12	10	2	2	0	0
4d64f363385	21	9	5	4	2	0	0
7bff70268a4	18	4	2	2	1	0	0
3c9fb3ec1af	18	11	10	1	2	0	0
11a06fe1e4c	5	6	4	2	2	0	0
bc8e9b340dd	20	58	30	28	1	0	0
d664bf376d1	18	222	150	72	2	0	0
3599c71dae1	22	11	9	2	2	0	0
a48f73d0d34	23	2	2	0	1	0	0
f3d364122dc	5	6	4	2	2	0	0
2cfe7b847d9	5	1	1	0	1	0	0
0aa1a8a005c	1	85	84	1	6	0	0
8b9dbdad272	1	8	8	0	2	0	0
f8defa3e090	20	9	8	1	4	2	0
f07041e6cd2	23	3	3	0	1	0	0
ff39d413a3c	21	315	261	54	1	0	0
81b4d453547	21	10	6	4	2	0	0
46513483cd9	21	92	89	3	9	6	0
9bed5dcb2c5	0	133	109	24	3	0	0
2e6a263e292	8	20	18	2	2	0	0
5f2e90934e5	18	71	52	19	4	0	0
da2f4b2dc42	1	53	53	0	5	2	0
2f1f22ab26e	1	59	34	25	1	0	0
f86ec1366f7	17	23	20	3	3	1	0
6cdeb3b3fd1	21	22	17	5	4	2	0
430a7f1bed7	0	33	28	5	2	0	0
49275524a5d	18	9	7	2	1	0	0
d40af91b301	0	964	482	482	2	0	0
435ece50589	2	151	126	25	3	0	0
6f5d95de6df	2	87	81	6	4	1	0
48334dc0b1b	19	11	8	3	1	0	0
3d0627dc6aa	19	3	2	1	1	0	0
47c40bf18d3	19	50	30	20	1	0	0
dc2b4b2a819	19	266	140	126	1	0	0
6525c045229	18	264	148	116	1	0	0
7c57eb2aec1	19	251	141	110	1	0	0
a52f59b437d	2	220	111	109	3	1	1
a2b3c865c92	19	4	2	2	1	0	0
b52b4196ab2	19	34	29	5	2	0	0
c73041b3d59	4	52	43	9	2	1	0
3c9746de244	19	47	40	7	2	0	0
d39d3cec65a	8	8	8	0	1	0	0
9996b459e15	21	231	186	45	4	0	0
589e27948ba	4	52	43	9	2	1	0
987cbbc191c	19	47	40	7	2	0	0
4c514a723cf	23	4	2	2	1	0	0
446d2ec19c9	18	23	17	6	1	0	0
5e14c8bec0b	20	13	7	6	2	0	0
b0adaff67e4	0	32	27	5	2	0	0
bfc6b51d955	19	11	1	10	1	0	0
492fc0d7524	18	19	12	7	1	0	0
b0aadbea6b7	20	21	16	5	1	0	0
226eff51045	1	66	47	19	3	1	0
25b5bc01a6f	23	135	135	0	1	1	0
8ff79541652	19	9	7	2	2	0	0
e9b6b0b327e	6	16	12	4	4	0	0
4d0456f827c	0	123	72	51	2	1	0
dff1b5ad109	23	4	4	0	3	1	0
bb08f0c219b	23	216	28	188	3	0	0
66bce65d33b	16	58	55	3	2	0	0
686d9f9cc66	16	58	55	3	2	0	0
c099e274d2e	1	42	31	11	5	0	0
85fb47c11cc	1	42	31	11	5	0	0
2f071ac7d18	0	239	119	120	2	0	0
b2dfea03618	0	23	16	7	2	0	0
3f7c791b135	3	6	5	1	1	0	0
53dac7c341a	20	2	1	1	1	0	0
ba0c32e2e1a	0	239	119	120	2	0	0
0e311717b5b	0	23	16	7	2	0	0
072750e6629	3	6	5	1	1	0	0
e55c4868013	20	2	1	1	1	0	0
1a1214866ff	1	2	1	1	1	0	0
e9aacd40c68	22	20	14	6	1	0	0
65037eeb320	0	6	6	0	2	0	0
f0f247d7e5b	7	11	5	6	3	0	0
d75b63bc3c5	0	8	7	1	2	1	0
49e0f14a2f9	17	95	54	41	6	4	0
781d51285d6	4	2	1	1	1	0	0
73f207fe598	7	27	18	9	1	0	0
4ce100fa622	4	119	95	24	3	0	0
1ffdad010bd	6	2	2	0	1	0	0
e65e6039a83	20	3	3	0	1	0	0
94be898fbc6	21	6	0	6	2	0	1
a26f7d753dc	0	9	8	1	1	0	0
82813f2f8cf	0	39	25	14	1	0	0
3c7873bd3f7	23	37	30	7	1	0	0
5b740c488f0	6	4	2	2	1	0	0
78be1e49300	23	48	0	48	1	0	0
bc45adcffac	19	7	6	1	1	0	0
c0d42b03653	4	2	1	1	1	0	0
3892628657c	1	7	7	0	1	0	0
cfd459abde7	1	952	478	474	3	1	0
e0061a511d6	1	138	72	66	3	1	0
7ff53f4c6aa	1	150	76	74	3	0	0
57fbb627cad	20	130	65	65	8	0	0
de9778b5bdc	15	2	1	1	1	0	0
4befe93a4b4	22	108	79	29	2	0	0
6e603ccbe2d	0	2	1	1	1	0	0
31ed37fdf0a	1	31	14	17	2	0	0
943b2c61a80	6	41	31	10	2	0	0
976983960d6	8	52	43	9	3	0	0
b90d63b9983	23	2	1	1	1	0	0
602d1861a1c	23	3	2	1	0	0	0
c488e5775a5	23	9	6	3	3	0	0
a38aa02f9f3	23	6	4	2	1	0	0
5861db8a696	23	163	81	82	77	0	0
0dba38eef0f	9	2	1	1	1	0	0
9acc8a686a4	4	49	45	4	4	0	0
46a47d27991	5	25	21	4	1	0	0
3adcdfc2e1d	22	1693	1350	343	4	0	0
f118b718194	1	151421	66024	85397	2237	588	1415
f7ede33f091	21	34	31	3	2	0	0
120f7cf55fb	1	7005	2925	4080	115	1	0
dbec0a0cd8a	23	288	171	117	113	1	0
f76c3938d06	18	1365	879	486	256	15	0
75bc11cf12f	22	1473	1137	336	246	9	0
9520adeb37f	21	32	32	0	2	0	0
